,Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
809,0,1,0,1,0,1,0,0,0,1,0,64,3,6,493.759
810,0,1,1,1,0,0,1,0,0,0,0,64,4,6,323.814
811,1,1,0,1,0,0,1,0,0,0,0,64,4,6,317.053
812,0,1,0,1,0,0,1,0,0,0,1,64,4,6,353.821
813,0,1,0,1,0,0,1,1,0,0,0,64,4,6,3594.93
814,0,1,0,1,1,0,1,0,0,0,0,64,4,6,486.572
815,0,1,0,1,0,1,1,0,0,0,0,64,4,6,524.842
816,0,1,1,1,0,0,0,0,1,0,0,64,4,6,321.329
817,1,1,0,1,0,0,0,0,1,0,0,64,4,6,311.187
818,0,1,0,1,0,0,0,0,1,0,1,64,4,6,349.083
819,0,1,0,1,0,0,0,1,1,0,0,64,4,6,3462.71
820,0,1,0,1,1,0,0,0,1,0,0,64,4,6,482.294
821,0,1,0,1,0,1,0,0,1,0,0,64,4,6,519.831
822,0,1,1,1,0,0,0,0,0,1,0,64,4,6,338.504
823,1,1,0,1,0,0,0,0,0,1,0,64,4,6,326.242
824,0,1,0,1,0,0,0,0,0,1,1,64,4,6,369.355
825,0,1,0,1,0,0,0,1,0,1,0,64,4,6,3478.32
826,0,1,0,1,1,0,0,0,0,1,0,64,4,6,498.192
827,0,1,0,1,0,1,0,0,0,1,0,64,4,6,537.286
828,0,1,1,1,0,0,1,0,0,0,0,64,5,6,347.896
829,1,1,0,1,0,0,1,0,0,0,0,64,5,6,339.967
830,0,1,0,1,0,0,1,0,0,0,1,64,5,6,380.708
831,0,1,0,1,0,0,1,1,0,0,0,64,5,6,3951.83
832,0,1,0,1,1,0,1,0,0,0,0,64,5,6,526.999
833,0,1,0,1,0,1,1,0,0,0,0,64,5,6,568.539
834,0,1,1,1,0,0,0,0,1,0,0,64,5,6,346.012
835,1,1,0,1,0,0,0,0,1,0,0,64,5,6,333.84
836,0,1,0,1,0,0,0,0,1,0,1,64,5,6,376.038
837,0,1,0,1,0,0,0,1,1,0,0,64,5,6,3802.53
838,0,1,0,1,1,0,0,0,1,0,0,64,5,6,521.848
839,0,1,0,1,0,1,0,0,1,0,0,64,5,6,567.883
840,0,1,1,1,0,0,0,0,0,1,0,64,5,6,363.71
841,1,1,0,1,0,0,0,0,0,1,0,64,5,6,349.562
842,0,1,0,1,0,0,0,0,0,1,1,64,5,6,396.15
843,0,1,0,1,0,0,0,1,0,1,0,64,5,6,3817.85
844,0,1,0,1,1,0,0,0,0,1,0,64,5,6,538.336
845,0,1,0,1,0,1,0,0,0,1,0,64,5,6,582.615
846,0,1,1,1,0,0,1,0,0,0,0,64,6,6,371.027
847,1,1,0,1,0,0,1,0,0,0,0,64,6,6,363.228
848,0,1,0,1,0,0,1,0,0,0,1,64,6,6,407.385
849,0,1,0,1,0,0,1,1,0,0,0,64,6,6,4298.12
850,0,1,0,1,1,0,1,0,0,0,0,64,6,6,567.138
851,0,1,0,1,0,1,1,0,0,0,0,64,6,6,612.211
852,0,1,1,1,0,0,0,0,1,0,0,64,6,6,369.28
853,1,1,0,1,0,0,0,0,1,0,0,64,6,6,357.218
854,0,1,0,1,0,0,0,0,1,0,1,64,6,6,403.654
855,0,1,0,1,0,0,0,1,1,0,0,64,6,6,4142.1
856,0,1,0,1,1,0,0,0,1,0,0,64,6,6,561.797
857,0,1,0,1,0,1,0,0,1,0,0,64,6,6,605.067
858,0,1,1,1,0,0,0,0,0,1,0,64,6,6,387.119
859,1,1,0,1,0,0,0,0,0,1,0,64,6,6,372.552
860,0,1,0,1,0,0,0,0,0,1,1,64,6,6,422.33
861,0,1,0,1,0,0,0,1,0,1,0,64,6,6,4155
862,0,1,0,1,1,0,0,0,0,1,0,64,6,6,578.911
863,0,1,0,1,0,1,0,0,0,1,0,64,6,6,626.52
864,0,1,1,1,0,0,1,0,0,0,0,256,1,0,105.401
865,1,1,0,1,0,0,1,0,0,0,0,256,1,0,105.588
866,0,1,0,1,0,0,1,0,0,0,1,256,1,0,110.863
867,0,1,0,1,0,0,1,1,0,0,0,256,1,0,425.106
868,0,1,0,1,1,0,1,0,0,0,0,256,1,0,121.597
869,0,1,0,1,0,1,1,0,0,0,0,256,1,0,127.142
870,0,1,1,1,0,0,0,0,1,0,0,256,1,0,106.035
871,1,1,0,1,0,0,0,0,1,0,0,256,1,0,103.678
872,0,1,0,1,0,0,0,0,1,0,1,256,1,0,107.284
873,0,1,0,1,0,0,0,1,1,0,0,256,1,0,427.549
874,0,1,0,1,1,0,0,0,1,0,0,256,1,0,121.07
875,0,1,0,1,0,1,0,0,1,0,0,256,1,0,124.549
876,0,1,1,1,0,0,0,0,0,1,0,256,1,0,128.741
877,1,1,0,1,0,0,0,0,0,1,0,256,1,0,125.228
878,0,1,0,1,0,0,0,0,0,1,1,256,1,0,129.276
879,0,1,0,1,0,0,0,1,0,1,0,256,1,0,451.497
880,0,1,0,1,1,0,0,0,0,1,0,256,1,0,142.689
881,0,1,0,1,0,1,0,0,0,1,0,256,1,0,146.784
882,0,1,1,1,0,0,1,0,0,0,0,256,2,0,132.708
883,1,1,0,1,0,0,1,0,0,0,0,256,2,0,133.363
884,0,1,0,1,0,0,1,0,0,0,1,256,2,0,140.738
885,0,1,0,1,0,0,1,1,0,0,0,256,2,0,763.726
886,0,1,0,1,1,0,1,0,0,0,0,256,2,0,168.072
887,0,1,0,1,0,1,1,0,0,0,0,256,2,0,173.99
888,0,1,1,1,0,0,0,0,1,0,0,256,2,0,129.799
889,1,1,0,1,0,0,0,0,1,0,0,256,2,0,126.878
890,0,1,0,1,0,0,0,0,1,0,1,256,2,0,133.654
891,0,1,0,1,0,0,0,1,1,0,0,256,2,0,771.238
892,0,1,0,1,1,0,0,0,1,0,0,256,2,0,161.144
893,0,1,0,1,0,1,0,0,1,0,0,256,2,0,167.785
894,0,1,1,1,0,0,0,0,0,1,0,256,2,0,153.049
895,1,1,0,1,0,0,0,0,0,1,0,256,2,0,149.038
896,0,1,0,1,0,0,0,0,0,1,1,256,2,0,156.332
897,0,1,0,1,0,0,0,1,0,1,0,256,2,0,796.674
898,0,1,0,1,1,0,0,0,0,1,0,256,2,0,183.469
899,0,1,0,1,0,1,0,0,0,1,0,256,2,0,191.1
900,0,1,1,1,0,0,1,0,0,0,0,256,3,0,159.299
901,1,1,0,1,0,0,1,0,0,0,0,256,3,0,157.803
902,0,1,0,1,0,0,1,0,0,0,1,256,3,0,168.24
903,0,1,0,1,0,0,1,1,0,0,0,256,3,0,1100.22
904,0,1,0,1,1,0,1,0,0,0,0,256,3,0,210.464
905,0,1,0,1,0,1,1,0,0,0,0,256,3,0,218.062
906,0,1,1,1,0,0,0,0,1,0,0,256,3,0,153.718
907,1,1,0,1,0,0,0,0,1,0,0,256,3,0,150.009
908,0,1,0,1,0,0,0,0,1,0,1,256,3,0,159.981
909,0,1,0,1,0,0,0,1,1,0,0,256,3,0,1117.14
910,0,1,0,1,1,0,0,0,1,0,0,256,3,0,201.08
911,0,1,0,1,0,1,0,0,1,0,0,256,3,0,210.765
912,0,1,1,1,0,0,0,0,0,1,0,256,3,0,177.63
913,1,1,0,1,0,0,0,0,0,1,0,256,3,0,172.603
914,0,1,0,1,0,0,0,0,0,1,1,256,3,0,183.573
915,0,1,0,1,0,0,0,1,0,1,0,256,3,0,1144.55
916,0,1,0,1,1,0,0,0,0,1,0,256,3,0,224.144
917,0,1,0,1,0,1,0,0,0,1,0,256,3,0,235.272
918,0,1,1,1,0,0,1,0,0,0,0,256,4,0,183.195
919,1,1,0,1,0,0,1,0,0,0,0,256,4,0,182.28
920,0,1,0,1,0,0,1,0,0,0,1,256,4,0,195.775
921,0,1,0,1,0,0,1,1,0,0,0,256,4,0,1435.16
922,0,1,0,1,1,0,1,0,0,0,0,256,4,0,250.288
923,0,1,0,1,0,1,1,0,0,0,0,256,4,0,262.706
924,0,1,1,1,0,0,0,0,1,0,0,256,4,0,177.23
925,1,1,0,1,0,0,0,0,1,0,0,256,4,0,172.602
926,0,1,0,1,0,0,0,0,1,0,1,256,4,0,186.37
927,0,1,0,1,0,0,0,1,1,0,0,256,4,0,1462.06
928,0,1,0,1,1,0,0,0,1,0,0,256,4,0,241.497
929,0,1,0,1,0,1,0,0,1,0,0,256,4,0,254.457
930,0,1,1,1,0,0,0,0,0,1,0,256,4,0,201.661
931,1,1,0,1,0,0,0,0,0,1,0,256,4,0,196.053
932,0,1,0,1,0,0,0,0,0,1,1,256,4,0,210.081
933,0,1,0,1,0,0,0,1,0,1,0,256,4,0,1495.23
934,0,1,0,1,1,0,0,0,0,1,0,256,4,0,264.861
935,0,1,0,1,0,1,0,0,0,1,0,256,4,0,279.463
936,0,1,1,1,0,0,1,0,0,0,0,256,5,0,209.396
937,1,1,0,1,0,0,1,0,0,0,0,256,5,0,205.103
938,0,1,0,1,0,0,1,0,0,0,1,256,5,0,221.948
939,0,1,0,1,0,0,1,1,0,0,0,256,5,0,1774.68
940,0,1,0,1,1,0,1,0,0,0,0,256,5,0,291.867
941,0,1,0,1,0,1,1,0,0,0,0,256,5,0,308.466
942,0,1,1,1,0,0,0,0,1,0,0,256,5,0,201.402
943,1,1,0,1,0,0,0,0,1,0,0,256,5,0,195.721
944,0,1,0,1,0,0,0,0,1,0,1,256,5,0,212.908
945,0,1,0,1,0,0,0,1,1,0,0,256,5,0,1813.32
946,0,1,0,1,1,0,0,0,1,0,0,256,5,0,280.836
947,0,1,0,1,0,1,0,0,1,0,0,256,5,0,298.184
948,0,1,1,1,0,0,0,0,0,1,0,256,5,0,226.427
949,1,1,0,1,0,0,0,0,0,1,0,256,5,0,219.516
950,0,1,0,1,0,0,0,0,0,1,1,256,5,0,237.079
951,0,1,0,1,0,0,0,1,0,1,0,256,5,0,1838.6
952,0,1,0,1,1,0,0,0,0,1,0,256,5,0,305.277
953,0,1,0,1,0,1,0,0,0,1,0,256,5,0,323.372
954,0,1,1,1,0,0,1,0,0,0,0,256,6,0,233.151
955,1,1,0,1,0,0,1,0,0,0,0,256,6,0,228.642
956,0,1,0,1,0,0,1,0,0,0,1,256,6,0,249.298
957,0,1,0,1,0,0,1,1,0,0,0,256,6,0,2111.7
958,0,1,0,1,1,0,1,0,0,0,0,256,6,0,330.937
959,0,1,0,1,0,1,1,0,0,0,0,256,6,0,353.094
960,0,1,1,1,0,0,0,0,1,0,0,256,6,0,224.931
961,1,1,0,1,0,0,0,0,1,0,0,256,6,0,217.979
962,0,1,0,1,0,0,0,0,1,0,1,256,6,0,239.487
963,0,1,0,1,0,0,0,1,1,0,0,256,6,0,2156.63
964,0,1,0,1,1,0,0,0,1,0,0,256,6,0,320.403
965,0,1,0,1,0,1,0,0,1,0,0,256,6,0,341.435
966,0,1,1,1,0,0,0,0,0,1,0,256,6,0,249.395
967,1,1,0,1,0,0,0,0,0,1,0,256,6,0,242.875
968,0,1,0,1,0,0,0,0,0,1,1,256,6,0,263.646
969,0,1,0,1,0,0,0,1,0,1,0,256,6,0,2191.43
970,0,1,0,1,1,0,0,0,0,1,0,256,6,0,345.623
971,0,1,0,1,0,1,0,0,0,1,0,256,6,0,366.472
972,0,1,1,1,0,0,1,0,0,0,0,256,0,1,104.879
973,1,1,0,1,0,0,1,0,0,0,0,256,0,1,105.778
974,0,1,0,1,0,0,1,0,0,0,1,256,0,1,114.311
975,0,1,0,1,0,0,1,1,0,0,0,256,0,1,430.779
976,0,1,0,1,1,0,1,0,0,0,0,256,0,1,121.584
977,0,1,0,1,0,1,1,0,0,0,0,256,0,1,128.436
978,0,1,1,1,0,0,0,0,1,0,0,256,0,1,101.8
979,1,1,0,1,0,0,0,0,1,0,0,256,0,1,101.37
980,0,1,0,1,0,0,0,0,1,0,1,256,0,1,107.551
981,0,1,0,1,0,0,0,1,1,0,0,256,0,1,436.47
982,0,1,0,1,1,0,0,0,1,0,0,256,0,1,119.25
983,0,1,0,1,0,1,0,0,1,0,0,256,0,1,124.454
984,0,1,1,1,0,0,0,0,0,1,0,256,0,1,116.806
985,1,1,0,1,0,0,0,0,0,1,0,256,0,1,116.207
986,0,1,0,1,0,0,0,0,0,1,1,256,0,1,129.291
987,0,1,0,1,0,0,0,1,0,1,0,256,0,1,460.082
988,0,1,0,1,1,0,0,0,0,1,0,256,0,1,136.3
989,0,1,0,1,0,1,0,0,0,1,0,256,0,1,146.364
990,0,1,1,1,0,0,1,0,0,0,0,256,1,1,133.786
991,1,1,0,1,0,0,1,0,0,0,0,256,1,1,132.977
992,0,1,0,1,0,0,1,0,0,0,1,256,1,1,144.692
993,0,1,0,1,0,0,1,1,0,0,0,256,1,1,772.483
994,0,1,0,1,1,0,1,0,0,0,0,256,1,1,167.964
995,0,1,0,1,0,1,1,0,0,0,0,256,1,1,178.852
996,0,1,1,1,0,0,0,0,1,0,0,256,1,1,130.17
997,1,1,0,1,0,0,0,0,1,0,0,256,1,1,126.606
998,0,1,0,1,0,0,0,0,1,0,1,256,1,1,133.889
999,0,1,0,1,0,0,0,1,1,0,0,256,1,1,778.328
1000,0,1,0,1,1,0,0,0,1,0,0,256,1,1,160.837
1001,0,1,0,1,0,1,0,0,1,0,0,256,1,1,167.966
1002,0,1,1,1,0,0,0,0,0,1,0,256,1,1,153.571
1003,1,1,0,1,0,0,0,0,0,1,0,256,1,1,143.065
1004,0,1,0,1,0,0,0,0,0,1,1,256,1,1,156.442
1005,0,1,0,1,0,0,0,1,0,1,0,256,1,1,806.62
1006,0,1,0,1,1,0,0,0,0,1,0,256,1,1,183.288
1007,0,1,0,1,0,1,0,0,0,1,0,256,1,1,191.542
1008,0,1,1,1,0,0,1,0,0,0,0,256,2,1,159.534
1009,1,1,0,1,0,0,1,0,0,0,0,256,2,1,157.897
1010,0,1,0,1,0,0,1,0,0,0,1,256,2,1,172.821
1011,0,1,0,1,0,0,1,1,0,0,0,256,2,1,1108.08
1012,0,1,0,1,1,0,1,0,0,0,0,256,2,1,212.401
1013,0,1,0,1,0,1,1,0,0,0,0,256,2,1,223.347
1014,0,1,1,1,0,0,0,0,1,0,0,256,2,1,154.351
1015,1,1,0,1,0,0,0,0,1,0,0,256,2,1,149.744
1016,0,1,0,1,0,0,0,0,1,0,1,256,2,1,160.273
1017,0,1,0,1,0,0,0,1,1,0,0,256,2,1,1122.24
1018,0,1,0,1,1,0,0,0,1,0,0,256,2,1,200.937
1019,0,1,0,1,0,1,0,0,1,0,0,256,2,1,210.86
1020,0,1,1,1,0,0,0,0,0,1,0,256,2,1,178.063
1021,1,1,0,1,0,0,0,0,0,1,0,256,2,1,172.482
1022,0,1,0,1,0,0,0,0,0,1,1,256,2,1,183.28
1023,0,1,0,1,0,0,0,1,0,1,0,256,2,1,1162.89
1024,0,1,0,1,1,0,0,0,0,1,0,256,2,1,223.879
1025,0,1,0,1,0,1,0,0,0,1,0,256,2,1,235.587
1026,0,1,1,1,0,0,1,0,0,0,0,256,3,1,186.223
1027,1,1,0,1,0,0,1,0,0,0,0,256,3,1,182.51
1028,0,1,0,1,0,0,1,0,0,0,1,256,3,1,199.537
1029,0,1,0,1,0,0,1,1,0,0,0,256,3,1,1445.98
1030,0,1,0,1,1,0,1,0,0,0,0,256,3,1,251.218
1031,0,1,0,1,0,1,1,0,0,0,0,256,3,1,268.759
1032,0,1,1,1,0,0,0,0,1,0,0,256,3,1,177.754
1033,1,1,0,1,0,0,0,0,1,0,0,256,3,1,172.745
1034,0,1,0,1,0,0,0,0,1,0,1,256,3,1,186.585
1035,0,1,0,1,0,0,0,1,1,0,0,256,3,1,1470.35
1036,0,1,0,1,1,0,0,0,1,0,0,256,3,1,241.191
1037,0,1,0,1,0,1,0,0,1,0,0,256,3,1,254.171
1038,0,1,1,1,0,0,0,0,0,1,0,256,3,1,202.305
1039,1,1,0,1,0,0,0,0,0,1,0,256,3,1,196.195
1040,0,1,0,1,0,0,0,0,0,1,1,256,3,1,210.481
1041,0,1,0,1,0,0,0,1,0,1,0,256,3,1,1507.61
1042,0,1,0,1,1,0,0,0,0,1,0,256,3,1,264.339
1043,0,1,0,1,0,1,0,0,0,1,0,256,3,1,279.739
1044,0,1,1,1,0,0,1,0,0,0,0,256,4,1,211.6
1045,1,1,0,1,0,0,1,0,0,0,0,256,4,1,206.248
1046,0,1,0,1,0,0,1,0,0,0,1,256,4,1,228.205
1047,0,1,0,1,0,0,1,1,0,0,0,256,4,1,1784.76
1048,0,1,0,1,1,0,1,0,0,0,0,256,4,1,294.122
1049,0,1,0,1,0,1,1,0,0,0,0,256,4,1,313.291
1050,0,1,1,1,0,0,0,0,1,0,0,256,4,1,201.951
1051,1,1,0,1,0,0,0,0,1,0,0,256,4,1,195.888
1052,0,1,0,1,0,0,0,0,1,0,1,256,4,1,213.051
1053,0,1,0,1,0,0,0,1,1,0,0,256,4,1,1813.56
1054,0,1,0,1,1,0,0,0,1,0,0,256,4,1,280.92
1055,0,1,0,1,0,1,0,0,1,0,0,256,4,1,297.812
1056,0,1,1,1,0,0,0,0,0,1,0,256,4,1,226.779
1057,1,1,0,1,0,0,0,0,0,1,0,256,4,1,219.481
1058,0,1,0,1,0,0,0,0,0,1,1,256,4,1,236.709
1059,0,1,0,1,0,0,0,1,0,1,0,256,4,1,1852.96
1060,0,1,0,1,1,0,0,0,0,1,0,256,4,1,305.259
1061,0,1,0,1,0,1,0,0,0,1,0,256,4,1,326.48
1062,0,1,1,1,0,0,1,0,0,0,0,256,5,1,235.874
1063,1,1,0,1,0,0,1,0,0,0,0,256,5,1,230.415
1064,0,1,0,1,0,0,1,0,0,0,1,256,5,1,255.27
1065,0,1,0,1,0,0,1,1,0,0,0,256,5,1,2119.53
1066,0,1,0,1,1,0,1,0,0,0,0,256,5,1,335.791
1067,0,1,0,1,0,1,1,0,0,0,0,256,5,1,358
1068,0,1,1,1,0,0,0,0,1,0,0,256,5,1,226.023
1069,1,1,0,1,0,0,0,0,1,0,0,256,5,1,218.443
1070,0,1,0,1,0,0,0,0,1,0,1,256,5,1,239.354
1071,0,1,0,1,0,0,0,1,1,0,0,256,5,1,2165.93
1072,0,1,0,1,1,0,0,0,1,0,0,256,5,1,320.406
1073,0,1,0,1,0,1,0,0,1,0,0,256,5,1,341.141
1074,0,1,1,1,0,0,0,0,0,1,0,256,5,1,251.028
1075,1,1,0,1,0,0,0,0,0,1,0,256,5,1,243.205
1076,0,1,0,1,0,0,0,0,0,1,1,256,5,1,267.323
1077,0,1,0,1,0,0,0,1,0,1,0,256,5,1,2210.92
1078,0,1,0,1,1,0,0,0,0,1,0,256,5,1,345.54
1079,0,1,0,1,0,1,0,0,0,1,0,256,5,1,373.376
1080,0,1,1,1,0,0,1,0,0,0,0,256,6,1,260.205
1081,1,1,0,1,0,0,1,0,0,0,0,256,6,1,254.288
1082,0,1,0,1,0,0,1,0,0,0,1,256,6,1,281.464
1083,0,1,0,1,0,0,1,1,0,0,0,256,6,1,2456.56
1084,0,1,0,1,1,0,1,0,0,0,0,256,6,1,376.184
1085,0,1,0,1,0,1,1,0,0,0,0,256,6,1,399.673
1086,0,1,1,1,0,0,0,0,1,0,0,256,6,1,250.534
1087,1,1,0,1,0,0,0,0,1,0,0,256,6,1,241.544
1088,0,1,0,1,0,0,0,0,1,0,1,256,6,1,265.981
1089,0,1,0,1,0,0,0,1,1,0,0,256,6,1,2510.08
1090,0,1,0,1,1,0,0,0,1,0,0,256,6,1,359.839
1091,0,1,0,1,0,1,0,0,1,0,0,256,6,1,385.01
1092,0,1,1,1,0,0,0,0,0,1,0,256,6,1,274.661
1093,1,1,0,1,0,0,0,0,0,1,0,256,6,1,265.804
1094,0,1,0,1,0,0,0,0,0,1,1,256,6,1,293.515
1095,0,1,0,1,0,0,0,1,0,1,0,256,6,1,2555.73
1096,0,1,0,1,1,0,0,0,0,1,0,256,6,1,386.566
1097,0,1,0,1,0,1,0,0,0,1,0,256,6,1,415.492
1098,0,1,1,1,0,0,1,0,0,0,0,256,0,2,132.811
1099,1,1,0,1,0,0,1,0,0,0,0,256,0,2,134.669
1100,0,1,0,1,0,0,1,0,0,0,1,256,0,2,147.119
1101,0,1,0,1,0,0,1,1,0,0,0,256,0,2,775.412
1102,0,1,0,1,1,0,1,0,0,0,0,256,0,2,167.912
1103,0,1,0,1,0,1,1,0,0,0,0,256,0,2,178.019
1104,0,1,1,1,0,0,0,0,1,0,0,256,0,2,127.61
1105,1,1,0,1,0,0,0,0,1,0,0,256,0,2,127.737
1106,0,1,0,1,0,0,0,0,1,0,1,256,0,2,134.914
1107,0,1,0,1,0,0,0,1,1,0,0,256,0,2,787.858
1108,0,1,0,1,1,0,0,0,1,0,0,256,0,2,161.565
1109,0,1,0,1,0,1,0,0,1,0,0,256,0,2,168.889
1110,0,1,1,1,0,0,0,0,0,1,0,256,0,2,144.053
1111,1,1,0,1,0,0,0,0,0,1,0,256,0,2,146.771
1112,0,1,0,1,0,0,0,0,0,1,1,256,0,2,156.75
1113,0,1,0,1,0,0,0,1,0,1,0,256,0,2,815.889
1114,0,1,0,1,1,0,0,0,0,1,0,256,0,2,183.21
1115,0,1,0,1,0,1,0,0,0,1,0,256,0,2,190.957
1116,0,1,1,1,0,0,1,0,0,0,0,256,1,2,160.997
1117,1,1,0,1,0,0,1,0,0,0,0,256,1,2,159.025
1118,0,1,0,1,0,0,1,0,0,0,1,256,1,2,175.727
1119,0,1,0,1,0,0,1,1,0,0,0,256,1,2,1110.36
1120,0,1,0,1,1,0,1,0,0,0,0,256,1,2,209.883
1121,0,1,0,1,0,1,1,0,0,0,0,256,1,2,228.511
1122,0,1,1,1,0,0,0,0,1,0,0,256,1,2,154.05
1123,1,1,0,1,0,0,0,0,1,0,0,256,1,2,150.337
1124,0,1,0,1,0,0,0,0,1,0,1,256,1,2,161.27
1125,0,1,0,1,0,0,0,1,1,0,0,256,1,2,1131.52
1126,0,1,0,1,1,0,0,0,1,0,0,256,1,2,201.324
1127,0,1,0,1,0,1,0,0,1,0,0,256,1,2,212.589
1128,0,1,1,1,0,0,0,0,0,1,0,256,1,2,176.506
1129,1,1,0,1,0,0,0,0,0,1,0,256,1,2,172.543
1130,0,1,0,1,0,0,0,0,0,1,1,256,1,2,183.499
1131,0,1,0,1,0,0,0,1,0,1,0,256,1,2,1164.09
1132,0,1,0,1,1,0,0,0,0,1,0,256,1,2,223.824
1133,0,1,0,1,0,1,0,0,0,1,0,256,1,2,238.35
1134,0,1,1,1,0,0,1,0,0,0,0,256,2,2,185.618
1135,1,1,0,1,0,0,1,0,0,0,0,256,2,2,184.046
1136,0,1,0,1,0,0,1,0,0,0,1,256,2,2,203.922
1137,0,1,0,1,0,0,1,1,0,0,0,256,2,2,1447.24
1138,0,1,0,1,1,0,1,0,0,0,0,256,2,2,253.24
1139,0,1,0,1,0,1,1,0,0,0,0,256,2,2,272.645
1140,0,1,1,1,0,0,0,0,1,0,0,256,2,2,178.081
1141,1,1,0,1,0,0,0,0,1,0,0,256,2,2,173.667
1142,0,1,0,1,0,0,0,0,1,0,1,256,2,2,187.899
1143,0,1,0,1,0,0,0,1,1,0,0,256,2,2,1475.69
1144,0,1,0,1,1,0,0,0,1,0,0,256,2,2,241.726
1145,0,1,0,1,0,1,0,0,1,0,0,256,2,2,255.835
1146,0,1,1,1,0,0,0,0,0,1,0,256,2,2,202.155
1147,1,1,0,1,0,0,0,0,0,1,0,256,2,2,196.06
1148,0,1,0,1,0,0,0,0,0,1,1,256,2,2,213.123
1149,0,1,0,1,0,0,0,1,0,1,0,256,2,2,1512.1
1150,0,1,0,1,1,0,0,0,0,1,0,256,2,2,264.618
1151,0,1,0,1,0,1,0,0,0,1,0,256,2,2,282.709
1152,0,1,1,1,0,0,1,0,0,0,0,256,3,2,212.03
1153,1,1,0,1,0,0,1,0,0,0,0,256,3,2,209.18
1154,0,1,0,1,0,0,1,0,0,0,1,256,3,2,231.435
1155,0,1,0,1,0,0,1,1,0,0,0,256,3,2,1785.73
1156,0,1,0,1,1,0,1,0,0,0,0,256,3,2,294.523
1157,0,1,0,1,0,1,1,0,0,0,0,256,3,2,317.146
1158,0,1,1,1,0,0,0,0,1,0,0,256,3,2,201.939
1159,1,1,0,1,0,0,0,0,1,0,0,256,3,2,196.931
1160,0,1,0,1,0,0,0,0,1,0,1,256,3,2,214.181
1161,0,1,0,1,0,0,0,1,1,0,0,256,3,2,1820.9
1162,0,1,0,1,1,0,0,0,1,0,0,256,3,2,282.079
1163,0,1,0,1,0,1,0,0,1,0,0,256,3,2,299.095
1164,0,1,1,1,0,0,0,0,0,1,0,256,3,2,226.498
1165,1,1,0,1,0,0,0,0,0,1,0,256,3,2,219.376
1166,0,1,0,1,0,0,0,0,0,1,1,256,3,2,239.889
1167,0,1,0,1,0,0,0,1,0,1,0,256,3,2,1854.94
1168,0,1,0,1,1,0,0,0,0,1,0,256,3,2,305.123
1169,0,1,0,1,0,1,0,0,0,1,0,256,3,2,329.732
1170,0,1,1,1,0,0,1,0,0,0,0,256,4,2,236.287
1171,1,1,0,1,0,0,1,0,0,0,0,256,4,2,231.273
1172,0,1,0,1,0,0,1,0,0,0,1,256,4,2,256.007
1173,0,1,0,1,0,0,1,1,0,0,0,256,4,2,2119.73
1174,0,1,0,1,1,0,1,0,0,0,0,256,4,2,336.547
1175,0,1,0,1,0,1,1,0,0,0,0,256,4,2,358.859
1176,0,1,1,1,0,0,0,0,1,0,0,256,4,2,225.586
1177,1,1,0,1,0,0,0,0,1,0,0,256,4,2,220.078
1178,0,1,0,1,0,0,0,0,1,0,1,256,4,2,240.707
1179,0,1,0,1,0,0,0,1,1,0,0,256,4,2,2166.22
1180,0,1,0,1,1,0,0,0,1,0,0,256,4,2,321.585
1181,0,1,0,1,0,1,0,0,1,0,0,256,4,2,342.96
1182,0,1,1,1,0,0,0,0,0,1,0,256,4,2,250.757
1183,1,1,0,1,0,0,0,0,0,1,0,256,4,2,242.961
1184,0,1,0,1,0,0,0,0,0,1,1,256,4,2,269.97
1185,0,1,0,1,0,0,0,1,0,1,0,256,4,2,2214.46
1186,0,1,0,1,1,0,0,0,0,1,0,256,4,2,345.455
1187,0,1,0,1,0,1,0,0,0,1,0,256,4,2,376.292
1188,0,1,1,1,0,0,1,0,0,0,0,256,5,2,261.502
1189,1,1,0,1,0,0,1,0,0,0,0,256,5,2,256.368
1190,0,1,0,1,0,0,1,0,0,0,1,256,5,2,282.387
1191,0,1,0,1,0,0,1,1,0,0,0,256,5,2,2460.75
1192,0,1,0,1,1,0,1,0,0,0,0,256,5,2,376.722
1193,0,1,0,1,0,1,1,0,0,0,0,256,5,2,401.589
1194,0,1,1,1,0,0,0,0,1,0,0,256,5,2,250.038
1195,1,1,0,1,0,0,0,0,1,0,0,256,5,2,242.797
1196,0,1,0,1,0,0,0,0,1,0,1,256,5,2,267.166
1197,0,1,0,1,0,0,0,1,1,0,0,256,5,2,2523.99
1198,0,1,0,1,1,0,0,0,1,0,0,256,5,2,361.425
1199,0,1,0,1,0,1,0,0,1,0,0,256,5,2,386.466
1200,0,1,1,1,0,0,0,0,0,1,0,256,5,2,274.969
1201,1,1,0,1,0,0,0,0,0,1,0,256,5,2,265.647
1202,0,1,0,1,0,0,0,0,0,1,1,256,5,2,297.208
1203,0,1,0,1,0,0,0,1,0,1,0,256,5,2,2561.59
1204,0,1,0,1,1,0,0,0,0,1,0,256,5,2,386.243
1205,0,1,0,1,0,1,0,0,0,1,0,256,5,2,419.227
1206,0,1,1,1,0,0,1,0,0,0,0,256,6,2,285.467
1207,1,1,0,1,0,0,1,0,0,0,0,256,6,2,280.078
1208,0,1,0,1,0,0,1,0,0,0,1,256,6,2,309.514
