,Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
929,1,0,1,0,0,1,0,1,54,0,2,17965.475
930,1,0,0,0,0,1,1,1,53,0,2,12514.86786
931,1,1,0,0,0,0,1,1,51,4,0,9999.8075
932,1,0,0,0,0,1,1,1,52,0,4,12229.76071
933,1,1,0,0,0,0,1,1,50,2,2,9605.033214
934,1,1,0,1,0,0,0,1,53,0,5,16298.76071
935,1,1,0,0,0,0,1,1,50,4,1,9697.2075
936,1,0,0,0,0,1,1,1,53,0,4,12408.33929
937,1,1,1,0,0,0,0,1,51,1,0,25017.96786
938,1,0,0,1,0,1,0,1,50,5,5,6647.9425
939,1,0,0,0,1,1,0,1,52,0,4,9665.245714
940,1,1,0,0,0,0,1,1,54,4,2,11176.06429
941,1,0,0,0,1,1,0,1,55,4,4,10636.35714
942,1,1,0,0,0,0,1,1,53,5,1,8215.606429
943,1,0,0,0,0,1,1,1,52,6,5,7313.484643
944,1,1,0,0,0,0,1,1,50,6,1,7282.850714
945,1,0,0,1,0,1,0,1,50,6,0,6653.318929
946,1,1,1,0,0,0,0,1,55,5,5,11613.73571
947,1,0,0,0,0,1,1,1,51,4,4,6875.603571
948,1,0,1,0,0,1,0,1,52,4,2,9913.1525
949,1,0,0,0,1,1,0,1,51,4,4,6890.222857
950,1,1,0,0,1,0,0,1,54,6,6,11429.35
951,1,0,1,0,0,1,0,1,52,3,1,9613.4125
952,1,1,0,0,0,0,1,1,54,6,0,8528.9325
953,1,1,0,0,1,0,0,1,54,0,4,14088.75357
954,1,1,1,0,0,0,0,1,51,4,4,10059.36929
955,1,0,0,1,0,1,0,1,52,1,1,11921.90357
956,1,0,0,1,0,1,0,1,54,5,2,10488.20357
957,1,0,0,0,0,1,1,1,52,5,5,7290.246429
958,1,0,1,0,0,1,0,1,54,5,4,10475.32857
959,1,1,1,0,0,0,0,1,52,0,4,15937.08571
960,1,0,1,0,0,1,0,1,54,5,2,10365.95714
961,1,0,0,0,0,1,1,1,51,6,4,6872.612143
962,1,0,0,1,0,1,0,1,51,5,2,9222.131071
963,1,1,0,1,0,0,0,1,50,5,4,9713.666786
964,1,0,0,0,0,1,1,1,50,6,1,6615.538214
965,1,0,0,1,0,1,0,1,53,5,2,10079.88607
966,1,1,1,0,0,0,0,1,53,6,6,10846.55357
967,1,1,1,0,0,0,0,1,51,2,2,10092.39036
968,1,1,1,0,0,0,0,1,55,6,0,11588.275
969,1,0,0,0,1,1,0,1,55,2,6,10548.66786
970,1,1,1,0,0,0,0,1,51,4,1,10115.55929
971,1,0,0,0,0,1,1,1,53,6,6,7666.909643
972,1,1,1,0,0,0,0,1,52,4,1,10400.26071
973,1,0,0,0,0,1,1,1,53,5,4,7757.186071
974,1,1,0,0,0,0,1,1,50,3,3,9645.025357
975,1,1,1,0,0,0,0,1,52,2,4,10605.84286
976,1,1,0,0,1,0,0,1,52,5,5,7948.238214
977,1,0,0,0,0,1,1,1,51,3,3,9132.838214
978,1,1,0,1,0,0,0,1,51,0,4,12549.30714
979,1,1,0,0,1,0,0,1,52,4,5,7914.711429
980,1,0,1,0,0,1,0,1,54,3,1,10384.12857
981,1,1,0,1,0,0,0,1,50,2,1,9605.202143
982,1,1,1,0,0,0,0,1,54,1,0,31002.125
983,1,0,0,0,0,1,1,1,53,2,5,10101.76714
984,1,1,0,0,1,0,0,1,54,5,2,11266.48571
985,1,0,0,0,1,1,0,1,54,4,2,10295.96786
986,1,1,0,0,0,0,1,1,55,4,5,8702.518571
987,1,0,0,0,0,1,1,1,50,2,3,8790.669286
988,1,0,0,1,0,1,0,1,55,2,2,10758.96071
989,1,0,0,1,0,1,0,1,55,1,0,21238.67857
990,1,0,1,0,0,1,0,1,55,3,1,10560.27143
991,1,1,0,0,0,0,1,1,54,5,5,8447.814286
992,1,1,0,0,0,0,1,1,52,1,4,10455.38214
993,1,1,0,0,1,0,0,1,55,6,3,11625.24286
994,1,0,1,0,0,1,0,1,50,2,5,8790.708214
995,1,0,0,0,0,1,1,1,55,4,2,10583.36786
996,1,0,0,0,1,1,0,1,52,5,0,7260.075
997,1,0,0,0,0,1,1,1,51,2,0,9083.299643
998,1,1,0,0,1,0,0,1,54,0,1,19679.76786
999,1,0,0,1,0,1,0,1,52,6,5,7156.731786
1000,1,0,0,1,0,1,0,1,54,2,6,12951.625
1001,1,1,1,0,0,0,0,1,51,4,3,10066.10643
1002,1,0,0,1,0,1,0,1,51,4,1,9279.1775
1003,1,1,0,1,0,0,0,1,51,0,2,12513.11429
1004,1,1,0,0,0,0,1,1,50,2,6,9687.888214
1005,1,0,0,0,1,1,0,1,51,2,2,6952.683214
1006,1,1,1,0,0,0,0,1,51,1,5,9982.091071
1007,1,0,1,0,0,1,0,1,55,5,5,10573.6
1008,1,0,0,1,0,1,0,1,54,6,2,7828.224286
1009,1,1,0,1,0,0,0,1,55,5,6,11623.30357
1010,1,1,0,0,0,0,1,1,54,1,3,11188.79643
1011,1,1,1,0,0,0,0,1,54,4,4,11265.71071
1012,1,0,0,0,1,1,0,1,55,4,5,10635.21429
1013,1,0,0,0,0,1,1,1,55,0,3,13207.38214
1014,1,1,0,0,0,0,1,1,50,3,0,10002.28929
1015,1,1,0,0,0,0,1,1,55,2,0,11644.09643
1016,1,1,0,0,0,0,1,1,53,3,1,10787.56429
1017,1,1,0,0,1,0,0,1,51,1,1,10087.25143
1018,1,0,0,0,1,1,0,1,51,3,6,6920.291786
1019,1,1,0,0,1,0,0,1,54,3,6,11315.59286
1020,1,1,0,1,0,0,0,1,55,2,5,11720.23929
1021,1,0,0,0,1,1,0,1,53,6,6,9919.940714
1022,1,0,0,1,0,1,0,1,50,4,3,8837.871071
1023,1,0,0,0,1,1,0,1,53,6,1,9905.272857
1024,1,0,1,0,0,1,0,1,51,0,6,13826.13929
1025,1,1,1,0,0,0,0,1,55,1,3,14549.95714
1026,1,0,0,1,0,1,0,1,55,4,0,10750.93214
1027,1,1,0,1,0,0,0,1,55,6,1,11833.83214
1028,1,0,1,0,0,1,0,1,52,5,1,9877.670357
1029,1,0,0,1,0,1,0,1,50,0,5,11081.42143
1030,1,0,1,0,0,1,0,1,52,4,1,9671.404286
1031,1,1,1,0,0,0,0,1,52,3,2,10446.75714
1032,1,1,0,1,0,0,0,1,50,1,1,12154.21071
1033,1,1,0,1,0,0,0,1,52,3,4,10422.41786
1034,1,1,1,0,0,0,0,1,53,3,6,10938.86429
1035,1,0,1,0,0,1,0,1,51,0,1,38615.55357
1036,1,1,0,1,0,0,0,1,51,6,6,7497.740714
1037,1,0,0,0,0,1,1,1,54,0,5,13127.94286
1038,1,1,0,1,0,0,0,1,50,1,0,19226.30714
1039,1,0,0,0,1,1,0,1,52,1,3,12004.70714
1040,1,1,0,0,0,0,1,1,51,0,3,12474.56786
1041,1,0,1,0,0,1,0,1,50,5,2,6611.318571
1042,1,0,0,0,1,1,0,1,51,5,4,9288.092143
1043,1,1,0,1,0,0,0,1,54,3,3,11232.64286
1044,1,1,0,0,1,0,0,1,51,0,4,10082.82857
1045,1,1,0,0,0,0,1,1,53,0,5,13644.07143
1046,1,1,0,1,0,0,0,1,51,4,4,10067.05393
1047,1,0,1,0,0,1,0,1,51,4,3,9296.864643
1048,1,1,0,0,1,0,0,1,53,0,4,13566.06786
1049,1,1,0,0,1,0,0,1,53,6,4,10845.35
1050,1,1,0,0,0,0,1,1,53,4,1,10854.52857
1051,1,1,0,0,1,0,0,1,50,3,4,9620.666071
1052,1,0,0,1,0,1,0,1,53,3,0,10002.59536
1053,1,0,0,0,1,1,0,1,50,6,4,8768.433929
1054,1,0,0,1,0,1,0,1,51,3,1,9241.882857
1055,1,1,0,0,0,0,1,1,55,5,5,8691.7775
1056,1,0,0,0,1,1,0,1,55,6,3,10629.84286
1057,1,1,0,1,0,0,0,1,50,4,6,7304.395
1058,1,0,1,0,0,1,0,1,54,1,6,12834.25
1059,1,1,1,0,0,0,0,1,51,6,3,7595.3725
1060,1,1,0,0,1,0,0,1,51,4,5,7622.658571
1061,1,1,0,0,0,0,1,1,50,5,5,7252.8275
1062,1,0,0,1,0,1,0,1,51,1,3,9353.554643
1063,1,0,0,1,0,1,0,1,55,5,3,10767.22143
1064,1,1,0,0,0,0,1,1,55,2,2,11595.46071
1065,1,0,0,0,1,1,0,1,52,4,2,9691.648929
1066,1,1,0,0,1,0,0,1,55,1,0,17541.96071
1067,1,1,0,1,0,0,0,1,52,4,6,10437.73929
1068,1,1,0,0,1,0,0,1,55,5,1,11610.54643
1069,1,1,0,0,0,0,1,1,55,0,2,14612.61071
1070,1,0,0,0,1,1,0,1,54,5,3,10190.85357
1071,1,1,1,0,0,0,0,1,53,0,1,37938.39286
1072,1,0,0,0,1,1,0,1,54,3,6,10280.82143
1073,1,1,0,1,0,0,0,1,54,6,5,8409.915357
1074,1,0,0,0,1,1,0,1,52,1,0,12065.52143
1075,1,0,0,1,0,1,0,1,55,5,5,8002.839286
1076,1,1,0,1,0,0,0,1,55,3,2,11653.15714
1077,1,1,0,0,1,0,0,1,51,2,1,7695.656786
1078,1,1,0,1,0,0,0,1,50,5,1,7200.895714
1079,1,0,0,0,0,1,1,1,54,4,4,7823.261071
1080,1,1,0,1,0,0,0,1,53,1,1,13535.98214
1081,1,1,0,0,0,0,1,1,50,6,5,7504.136071
1082,1,1,0,1,0,0,0,1,52,5,4,10418.55714
1083,1,1,0,0,0,0,1,1,50,6,2,7340.921071
1084,1,0,1,0,0,1,0,1,51,3,1,9157.031071
1085,1,0,0,0,1,1,0,1,50,0,3,8833.548214
1086,1,1,0,1,0,0,0,1,55,1,2,14652.475
1087,1,0,0,0,1,1,0,1,50,5,2,6713.266429
1088,1,0,0,0,0,1,1,1,52,5,0,10030.33571
1089,1,0,0,1,0,1,0,1,53,2,5,9897.555357
1090,1,1,0,0,1,0,0,1,54,3,4,11332.99643
1091,1,0,0,1,0,1,0,1,55,4,6,10744.38929
1092,1,1,1,0,0,0,0,1,52,5,4,7923.886071
1093,1,1,0,0,1,0,0,1,55,5,6,11688.21071
1094,1,0,0,0,0,1,1,1,54,0,1,13143.52143
1095,1,1,0,0,1,0,0,1,53,2,2,10825.39643
1096,1,1,1,0,0,0,0,1,50,5,3,7195.990714
1097,1,0,0,0,1,1,0,1,53,4,5,9890.574643
1098,1,0,0,0,1,1,0,1,50,4,3,8753.69
1099,1,0,0,1,0,1,0,1,52,4,3,9629.681786
1100,1,0,0,1,0,1,0,1,50,4,6,6686.810357
1101,1,1,0,0,1,0,0,1,54,0,3,14059.48571
1102,1,1,1,0,0,0,0,1,54,1,5,13980.55357
1103,1,0,0,1,0,1,0,1,53,0,6,12370.71071
1104,1,1,0,0,0,0,1,1,53,3,0,10794.83214
1105,1,1,1,0,0,0,0,1,53,0,3,16353.84286
1106,1,0,0,0,0,1,1,1,50,1,0,17543.6
1107,1,0,0,1,0,1,0,1,53,1,5,9862.990357
1108,1,1,0,0,0,0,1,1,51,2,0,9994.533571
1109,1,0,0,1,0,1,0,1,55,6,6,10687.40357
1110,1,1,1,0,0,0,0,1,51,3,6,10057.66036
1111,1,0,0,1,0,1,0,1,51,4,5,7055.174643
1112,1,1,0,1,0,0,0,1,55,2,4,11664.92143
1113,1,0,0,1,0,1,0,1,54,2,5,10292.05357
1114,1,1,0,0,1,0,0,1,55,1,3,14688.65
1115,1,1,1,0,0,0,0,1,50,5,0,9626.088929
1116,1,0,0,1,0,1,0,1,51,4,2,9330.253929
1117,1,0,0,0,1,1,0,1,53,5,1,9893.299286
1118,1,0,0,0,0,1,1,1,54,4,5,7739.757857
1119,1,1,0,0,1,0,0,1,51,3,3,7650.56
1120,1,0,0,0,0,1,1,1,54,1,0,20505.64643
1121,1,1,0,0,0,0,1,1,52,6,6,7827.633214
1122,1,1,0,0,0,0,1,1,51,4,5,7527.944643
1123,1,0,1,0,0,1,0,1,52,4,6,9748.8625
1124,1,1,0,0,1,0,0,1,55,2,3,11677.12857
1125,1,1,1,0,0,0,0,1,54,5,4,11255.13929
1126,1,1,0,1,0,0,0,1,52,0,6,13145.11786
1127,1,0,0,1,0,1,0,1,50,5,6,6731.995357
1128,1,1,0,0,0,0,1,1,50,1,5,9673.2875
1129,1,1,0,0,0,0,1,1,54,2,5,11207.80714
1130,1,1,0,0,1,0,0,1,53,5,6,10799.27143
1131,1,1,0,0,0,0,1,1,54,4,1,11339.31786
1132,1,0,0,0,0,1,1,1,54,4,0,10432.00357
1133,1,1,0,0,0,0,1,1,55,5,1,11643.77143
1134,1,1,1,0,0,0,0,1,55,4,6,11676.47143
1135,1,1,1,0,0,0,0,1,54,5,1,11208.01071
1136,1,1,0,1,0,0,0,1,54,4,5,11341.73929
1137,1,0,0,0,0,1,1,1,50,5,5,6634.743571
1138,1,1,1,0,0,0,0,1,54,3,6,11336.59643
1139,1,0,0,0,1,1,0,1,50,5,4,8829.408929
1140,1,0,0,0,1,1,0,1,52,2,5,9648.6725
1141,1,1,0,1,0,0,0,1,53,3,1,10832.3
1142,1,1,1,0,0,0,0,1,55,6,5,11631.43571
1143,1,1,1,0,0,0,0,1,53,4,2,10891.38929
1144,1,1,0,1,0,0,0,1,54,1,5,11259.95714
1145,1,0,0,0,0,1,1,1,50,0,4,10941.00357
1146,1,1,0,0,1,0,0,1,51,5,1,9984.162857
1147,1,0,1,0,0,1,0,1,55,1,2,13184.58929
1148,1,1,1,0,0,0,0,1,52,0,2,18277.61071
1149,1,0,1,0,0,1,0,1,51,3,6,9216.689643
1150,1,1,0,0,1,0,0,1,54,4,0,11374.32143
1151,1,1,0,0,1,0,0,1,50,3,3,9660.786071
1152,1,1,0,1,0,0,0,1,50,2,4,9716.084643
1153,1,1,0,0,0,0,1,1,55,4,2,11656.12857
1154,1,1,1,0,0,0,0,1,54,2,3,11251.03571
1155,1,1,0,0,0,0,1,1,52,1,5,10462.39643
1156,1,0,0,1,0,1,0,1,53,1,3,9865.032143
1157,1,1,0,0,1,0,0,1,52,2,3,10459.32857
1158,1,0,1,0,0,1,0,1,51,0,3,13649.55357
1159,1,0,0,1,0,1,0,1,52,0,2,12024.83214
1160,1,1,1,0,0,0,0,1,53,3,0,10774.13571
1161,1,0,1,0,0,1,0,1,53,0,1,41979.33214
1162,1,0,0,0,1,1,0,1,55,6,6,10677.15357
1163,1,0,0,1,0,1,0,1,54,5,0,10292.15357
1164,1,0,0,1,0,1,0,1,51,2,5,9309.809286
1165,1,0,1,0,0,1,0,1,52,5,3,9979.301071
1166,1,1,0,0,1,0,0,1,52,2,0,10460.03929
1167,1,0,1,0,0,1,0,1,54,2,1,10360.35
1168,1,1,0,0,1,0,0,1,52,4,6,10491.00357
1169,1,1,0,0,1,0,0,1,54,4,6,11277.81429
1170,1,0,1,0,0,1,0,1,51,2,2,9150.639286
1171,1,1,0,0,1,0,0,1,55,3,5,11681.84286
1172,1,0,1,0,0,1,0,1,55,0,3,18560.59643
1173,1,1,1,0,0,0,0,1,50,3,5,9685.677857
1174,1,0,0,1,0,1,0,1,52,5,5,7233.621786
1175,1,0,0,0,0,1,1,1,52,4,0,9705.612143
1176,1,0,1,0,0,1,0,1,53,6,2,9989.96
1177,1,0,0,0,0,1,1,1,54,5,0,10272.75714
1178,1,1,1,0,0,0,0,1,52,0,6,15662.89643
1179,1,0,0,0,0,1,1,1,51,0,3,11419.47143
1180,1,0,0,0,1,1,0,1,50,1,4,8878.743571
1181,1,0,0,0,0,1,1,1,53,3,4,10233.07821
1182,1,1,0,1,0,0,0,1,52,1,3,10408.51071
1183,1,1,1,0,0,0,0,1,55,5,2,11659.87143
1184,1,0,1,0,0,1,0,1,50,5,0,8945.014286
1185,1,0,0,0,1,1,0,1,53,4,1,9920.376429
1186,1,1,0,0,1,0,0,1,54,2,4,11246.33214
1187,1,0,1,0,0,1,0,1,55,4,2,10562.88571
1188,1,0,0,0,0,1,1,1,50,4,3,6788.521429
1189,1,1,0,0,0,0,1,1,50,6,4,7232.701071
1190,1,0,0,0,1,1,0,1,53,5,4,9883.653929
1191,1,0,0,0,1,1,0,1,51,3,3,9119.677857
1192,1,0,1,0,0,1,0,1,55,1,5,13201.85714
1193,1,0,0,0,0,1,1,1,52,5,3,7396.723571
1194,1,0,1,0,0,1,0,1,53,0,4,14984.98214
1195,1,1,0,0,1,0,0,1,50,2,0,9610.018929
1196,1,1,0,0,1,0,0,1,51,3,2,8026.751429
1197,1,0,0,0,0,1,1,1,51,2,6,9392.683214
1198,1,0,0,0,0,1,1,1,52,4,6,7286.683214
1199,1,1,1,0,0,0,0,1,52,1,3,13365.03929
1200,1,0,0,1,0,1,0,1,52,3,4,9730.456429
1201,1,1,0,0,1,0,0,1,55,4,1,11669.85714
1202,1,1,0,1,0,0,0,1,54,0,5,14006.14286
1203,1,1,0,0,1,0,0,1,53,6,1,10844.95357
1204,1,1,0,1,0,0,0,1,55,6,5,11656.39286
1205,1,1,0,0,1,0,0,1,52,1,3,13055.71429
1206,1,1,1,0,0,0,0,1,55,2,5,11924.73571
1207,1,1,1,0,0,0,0,1,53,4,1,10762.73214
1208,1,0,0,1,0,1,0,1,50,3,4,9269.5275
1209,1,1,0,0,0,0,1,1,50,5,0,9895.699643
1210,1,0,0,0,0,1,1,1,52,6,2,7277.774286
1211,1,0,0,0,0,1,1,1,51,3,2,9186.555
1212,1,0,0,0,1,1,0,1,52,5,5,9678.388214
1213,1,0,0,1,0,1,0,1,51,6,0,9220.688571
1214,1,1,0,1,0,0,0,1,55,1,5,11627.66071
1215,1,0,0,0,0,1,1,1,54,3,1,10310.97857
1216,1,0,0,0,0,1,1,1,55,5,2,7933.427143
1217,1,1,0,1,0,0,0,1,55,5,5,11821.67857
1218,1,0,0,0,0,1,1,1,53,2,1,10109.31179
1219,1,1,1,0,0,0,0,1,51,6,6,7546.053571
1220,1,1,0,0,0,0,1,1,55,0,6,14492.79643
1221,1,1,0,1,0,0,0,1,52,3,2,10457.12143
1222,1,1,0,1,0,0,0,1,51,3,0,10047.54214
1223,1,1,1,0,0,0,0,1,52,5,6,7818.513571
1224,1,1,0,1,0,0,0,1,50,3,6,9798.097857
1225,1,1,0,1,0,0,0,1,54,0,3,16858.01071
1226,1,1,0,0,1,0,0,1,53,1,4,13502.42857
1227,1,0,0,0,1,1,0,1,51,4,5,6868.045357
1228,1,0,0,0,1,1,0,1,55,3,6,10588.32857
1229,1,0,1,0,0,1,0,1,55,3,5,10575.66786
1230,1,0,1,0,0,1,0,1,50,0,3,13139.53571
1231,1,0,0,0,0,1,1,1,54,0,6,12789.7
1232,1,0,0,0,1,1,0,1,54,6,1,10171.87143
1233,1,0,0,1,0,1,0,1,54,4,1,10455.17143
1234,1,1,1,0,0,0,0,1,52,4,3,10421.18214
1235,1,1,1,0,0,0,0,1,55,5,0,11703.98214
1236,1,1,0,0,1,0,0,1,51,2,3,7606.953571
1237,1,0,0,0,0,1,1,1,52,4,1,9814.533214
1238,1,0,0,0,0,1,1,1,55,4,6,7917.301071
1239,1,0,0,0,1,1,0,1,53,1,2,12378.61071
1240,1,0,1,0,0,1,0,1,52,1,0,31323.33571
1241,1,1,1,0,0,0,0,1,53,1,4,13490.12857
1242,1,1,0,0,1,0,0,1,51,3,4,7601.191429
1243,1,0,0,0,0,1,1,1,50,3,2,9040.309643
1244,1,1,0,0,1,0,0,1,53,0,5,13508.69643
1245,1,0,1,0,0,1,0,1,55,1,0,34370.3
1246,1,0,0,1,0,1,0,1,52,1,5,9574.142857
1247,1,1,0,0,1,0,0,1,51,6,0,7533.093571
1248,1,1,0,0,1,0,0,1,55,3,3,11689.36071
1249,1,1,0,1,0,0,0,1,50,6,3,7247.714286
1250,1,1,0,0,1,0,0,1,54,6,5,11264.31786
1251,1,0,1,0,0,1,0,1,54,3,4,10333.67143
1252,1,1,0,0,0,0,1,1,51,6,5,7577.328214
1253,1,0,0,0,1,1,0,1,53,2,5,9956.103214
1254,1,1,0,0,0,0,1,1,53,1,3,10791.52143
1255,1,0,1,0,0,1,0,1,55,4,4,10627.56786
1256,1,1,0,1,0,0,0,1,55,5,4,11699.18929
1257,1,1,1,0,0,0,0,1,51,2,4,10001.6275
1258,1,0,1,0,0,1,0,1,50,2,0,8818.461429
1259,1,1,0,1,0,0,0,1,53,6,1,10908.94643
1260,1,0,1,0,0,1,0,1,51,4,4,9127.830357
1261,1,1,1,0,0,0,0,1,52,1,5,10477.56071
1262,1,1,0,0,1,0,0,1,51,6,4,7745.358929
1263,1,1,0,0,1,0,0,1,52,1,0,15710.02143
1264,1,0,0,0,1,1,0,1,53,1,1,9809.985714
1265,1,1,1,0,0,0,0,1,50,6,0,7207.1775
1266,1,0,0,0,1,1,0,1,55,5,1,10598.41786
1267,1,0,0,0,0,1,1,1,54,5,2,7824.036429
1268,1,0,0,0,0,1,1,1,55,2,4,10552.08571
1269,1,0,0,1,0,1,0,1,54,0,1,20607.25714
1270,1,1,0,0,1,0,0,1,53,0,1,18975.78571
1271,1,0,0,1,0,1,0,1,54,3,6,10367.44643
1272,1,1,1,0,0,0,0,1,54,4,6,11225.59643
1273,1,1,0,0,0,0,1,1,53,2,3,11033.83214
1274,1,0,0,1,0,1,0,1,50,2,4,8815.591429
1275,1,0,1,0,0,1,0,1,53,3,1,9896.942143
1276,1,0,1,0,0,1,0,1,51,1,0,27386.19286
1277,1,0,0,0,1,1,0,1,54,5,6,10257.375
1278,1,1,1,0,0,0,0,1,52,5,2,10469.67143
1279,1,1,0,1,0,0,0,1,55,0,2,14499.85
1280,1,1,0,0,0,0,1,1,50,3,2,9829.345357
1281,1,1,0,1,0,0,0,1,52,4,5,10489.225
1282,1,1,0,0,0,0,1,1,54,0,1,19757.45
1283,1,1,0,0,0,0,1,1,53,4,5,8168.830357
1284,1,0,0,1,0,1,0,1,51,6,6,6869.8725
1285,1,1,1,0,0,0,0,1,50,6,2,7227.581071
1286,1,1,1,0,0,0,0,1,53,5,4,10847.30714
1287,1,0,0,1,0,1,0,1,54,1,0,23035.35357
1288,1,1,1,0,0,0,0,1,52,5,0,10644.59643
1289,1,0,0,1,0,1,0,1,54,6,1,10283.38571
1290,1,0,0,0,0,1,1,1,53,0,6,12432.01786
1291,1,0,0,0,0,1,1,1,55,0,5,13184.025
1292,1,1,1,0,0,0,0,1,54,0,4,17026.29643
1293,1,1,0,1,0,0,0,1,52,4,0,10475.45
1294,1,0,1,0,0,1,0,1,54,5,0,10518.12857
1295,1,1,1,0,0,0,0,1,53,2,1,10947.41786
1296,1,1,0,0,0,0,1,1,55,4,3,8751.441429
1297,1,0,0,0,1,1,0,1,55,1,1,10582.38214
1298,1,0,1,0,0,1,0,1,53,6,1,10139.44464
1299,1,0,1,0,0,1,0,1,53,3,6,9886.404286
1300,1,1,1,0,0,0,0,1,50,3,2,9610.065357
1301,1,1,0,0,1,0,0,1,52,6,3,7882.502143
1302,1,0,0,1,0,1,0,1,51,6,1,9299.222143
1303,1,1,0,1,0,0,0,1,50,6,6,7266.365
1304,1,1,0,1,0,0,0,1,53,1,4,10945.02143
1305,1,0,0,1,0,1,0,1,55,3,4,10796.10714
1306,1,1,0,1,0,0,0,1,50,1,4,9736.072857
1307,1,1,0,1,0,0,0,1,53,0,4,13506.96786
1308,1,0,0,0,0,1,1,1,53,3,6,7577.797143
1309,1,0,0,0,1,1,0,1,53,2,6,9901.13
1310,1,1,0,1,0,0,0,1,52,5,3,10397.99643
1311,1,1,0,1,0,0,0,1,55,3,6,11694.54643
1312,1,1,0,1,0,0,0,1,55,6,2,11741.11786
1313,1,0,0,0,0,1,1,1,55,6,0,10640.5
1314,1,0,0,1,0,1,0,1,51,0,4,11572.41786
1315,1,1,0,0,1,0,0,1,51,0,5,10196.26786
1316,1,0,0,0,0,1,1,1,50,5,3,6605.367143
1317,1,1,1,0,0,0,0,1,53,2,2,10852.02143
1318,1,1,0,0,1,0,0,1,54,2,5,11319.57143
1319,1,0,0,0,0,1,1,1,51,1,2,9217.346429
1320,1,0,1,0,0,1,0,1,53,1,5,12444.86786
1321,1,0,0,1,0,1,0,1,53,2,3,9955.077857
1322,1,1,0,1,0,0,0,1,50,2,5,9766.924286
1323,1,1,0,1,0,0,0,1,50,5,3,7367.228571
1324,1,1,1,0,0,0,0,1,52,2,6,10440.86071
1325,1,1,0,1,0,0,0,1,51,2,5,10005.77179
1326,1,0,0,1,0,1,0,1,54,1,3,10291.87857
1327,1,1,1,0,0,0,0,1,52,1,6,10412.60357
1328,1,0,0,0,1,1,0,1,52,1,4,9647.725357
1329,1,0,0,0,1,1,0,1,52,0,6,9880.354286
1330,1,1,0,1,0,0,0,1,52,6,0,10439.46071
1331,1,1,0,0,1,0,0,1,51,1,2,7837.276429
1332,1,1,0,0,1,0,0,1,50,0,6,9654.905
1333,1,1,0,0,0,0,1,1,50,0,4,12048.78929
1334,1,0,0,0,1,1,0,1,52,0,2,9626.771071
1335,1,1,1,0,0,0,0,1,54,6,2,11241.1
1336,1,0,1,0,0,1,0,1,52,6,0,9641.675
1337,1,0,0,1,0,1,0,1,55,5,4,10730.63214
1338,1,1,1,0,0,0,0,1,55,4,1,11732.22857
1339,1,1,0,1,0,0,0,1,51,1,4,10003.12036
1340,1,0,1,0,0,1,0,1,53,6,3,9968.680357
1341,1,0,0,0,1,1,0,1,55,4,6,10578.92143
1342,1,0,0,0,0,1,1,1,51,6,3,6824.701071
1343,1,0,0,1,0,1,0,1,51,0,3,11428.35714
1344,1,1,0,0,0,0,1,1,51,3,0,10004.07643
1345,1,0,1,0,0,1,0,1,54,4,3,10248.2
1346,1,0,0,0,1,1,0,1,52,2,3,9647.13
1347,1,1,0,0,1,0,0,1,55,3,4,11651.575
1348,1,1,0,1,0,0,0,1,53,2,6,10871.03929
1349,1,1,0,1,0,0,0,1,51,5,6,7598.742143
1350,1,0,0,0,1,1,0,1,52,6,1,7461.558214
1351,1,0,0,0,1,1,0,1,52,3,6,9614.968214
1352,1,1,0,1,0,0,0,1,55,1,6,11658.51786
1353,1,1,0,1,0,0,0,1,55,4,1,11821.56786
1354,1,0,0,1,0,1,0,1,55,4,3,10709.39286
1355,1,1,0,0,1,0,0,1,53,1,2,13660.53214
1356,1,1,0,0,1,0,0,1,50,0,3,9622.168929
1357,1,1,0,1,0,0,0,1,53,3,3,10815.73214
1358,1,1,0,0,1,0,0,1,54,6,4,11197.35357
1359,1,0,1,0,0,1,0,1,53,2,1,10515.67643
1360,1,1,0,1,0,0,0,1,51,4,0,10138.35357
1361,1,0,0,1,0,1,0,1,55,4,4,10721.28929
1362,1,1,0,1,0,0,0,1,50,6,5,7341.613571
1363,1,0,1,0,0,1,0,1,54,3,0,10761.5
1364,1,0,0,1,0,1,0,1,52,5,4,9743.575357
1365,1,0,0,0,0,1,1,1,54,1,6,10445.20714
1366,1,0,0,0,0,1,1,1,50,0,2,11103.57857
1367,1,0,0,0,0,1,1,1,53,1,4,9913.595357
1368,1,0,0,0,1,1,0,1,52,5,3,7360.898214
1369,1,1,0,0,0,0,1,1,55,1,6,11738.76429
1370,1,0,0,0,0,1,1,1,50,2,2,8761.277857
1371,1,1,0,0,0,0,1,1,52,2,1,10421.075
1372,1,0,0,0,1,1,0,1,51,6,1,9168.659643
1373,1,0,1,0,0,1,0,1,53,3,5,10134.58179
1374,1,0,1,0,0,1,0,1,50,0,1,28465.41786
1375,1,1,0,1,0,0,0,1,55,1,4,11630.93929
1376,1,1,0,0,1,0,0,1,52,0,2,13076.93214
1377,1,0,0,0,0,1,1,1,50,0,5,11036.91786
1378,1,1,0,1,0,0,0,1,53,4,0,10823.03214
1379,1,1,0,0,0,0,1,1,50,4,5,7307.436071
1380,1,1,1,0,0,0,0,1,52,6,4,7924.688571
1381,1,1,0,0,0,0,1,1,55,3,5,11717.73571
